#OTU ID	SRR11796889	SRR11796890	SRR11796891	SRR11796892	SRR11796893	SRR11796894	SRR11796895	SRR11796896	SRR11796897	SRR11796898	SRR11796899	SRR11796900	SRR11796901	SRR11796902	SRR11796903	SRR11796904	SRR11796905	SRR11796906	SRR11796907	SRR11796908	SRR11796909	SRR11796910	SRR11796911	SRR11796912	SRR11796913	SRR11796914	SRR11796915	SRR11796916	SRR11796917	SRR11796918	SRR11796919	SRR11796920	SRR11796921	SRR11796922	SRR11796923	SRR11796924	SRR11796925	SRR11796926	SRR11796927	SRR11796928	SRR11796929	SRR11796930	SRR11796931	SRR11796932	SRR11796933	SRR11796934	SRR11796935	SRR11796936	SRR11796937	SRR11796938
Otu56	30	1	498	0	58	0	0	12	3	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	43	476	0	8	156	0	0	2	0	9	24	616	124	0	0	0	0	0	0	0	45	35	328	167	8	0
Otu170	4	6	38	0	0	21	23	4	0	9	27	6	16	0	12	8	7	59	20	7	2	1	12	13	1	3	0	0	8	17	22	2	0	5	7	0	4	2	18	2	1	1	30	6	58	22	31	3	3	0
Otu410	18	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
Otu229	2	0	0	0	0	1	3	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0
Otu167	23	12	0	0	0	0	0	8	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	3	11	10	0	0	0	0	50	0	408	0	0	0	0	24	23	1	0
Otu409	6	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu411	11	1	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	12	2	2	1	0	0
Otu263	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu127	39	13	68	0	12	6	7	0	2	0	0	3	0	6	0	1	5	0	5	0	0	0	1	0	17	0	3	7	0	2	2	1	0	0	0	1	2	0	4	0	0	3	2	1	293	106	0	3	0	0
Otu383	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu406	32	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	1	0	6	0	0	0	0	0	0	0	0
Otu66	28	15	2	0	0	1	0	105	24	2	0	5	8	3	8	3	0	0	0	0	0	1	0	0	4	47	3	0	44	1	0	9	0	0	1	14	6	5	0	318	0	1093	0	0	5	11	7	0	141	0
Otu394	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu418	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	3	0	0	0	0	0	0	0	0	2	4	1	0	0
Otu270	12	11	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	10	0	0	0	0
Otu327	24	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	18	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	4	3	0	0	0	0
Otu232	13	4	0	0	0	0	0	3	0	3	0	2	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	22	2	0	0	24	10	0	0	0	0	2	0	0	51	54	16	2	0	0
Otu403	13	8	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu315	20	7	0	0	0	0	0	47	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu116	16	4	45	0	8	0	0	16	3	0	0	10	19	2	24	0	0	0	0	0	14	3	1	0	3	226	0	0	205	0	0	16	4	9	5	56	2	0	0	0	0	4	0	0	7	12	0	0	0	0
Otu198	1	0	0	0	0	0	0	98	16	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu457	12	2	0	0	0	0	0	748	412	0	0	5	7	2	9	81	0	0	0	0	0	0	0	0	5	173	0	1	4	0	0	6	0	0	0	17	1	0	0	235	0	241	0	0	1	0	3	15	71	0
Otu180	17	7	1	0	1	0	0	1	0	0	0	0	68	0	23	0	0	0	0	0	2	0	0	1	9	0	0	0	0	0	0	71	3	0	2	3	0	0	0	1	0	0	0	0	8	4	8	1	0	0
Otu36	5	2	801	2	65	16	25	162	42	0	6	7	1553	2	1073	21	0	0	0	0	10	0	4	0	34	33	0	7	23	5	2	3	0	5	6	1202	313	0	1	0	0	0	0	0	0	0	93	59	0	0
Otu78	2	0	1377	10	78	0	0	1	0	2	0	0	0	0	0	1822	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	23	5	0	0	0	0	0	0	0	0	4	1	0	0	0
Otu282	14	0	0	0	0	0	0	0	0	0	0	51	0	14	0	0	0	0	0	0	1	0	0	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0
Otu208	27	7	0	0	0	0	0	18	5	0	0	0	1	0	3	4	0	0	0	0	8	2	0	0	23	35	0	8	31	0	0	3	0	0	0	14	2	0	0	0	0	0	0	0	11	5	0	0	2	0
Otu281	3	1	4	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	62	8	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu29	4	4	0	4	0	1	2	42	14	0	1	186	127	48	132	283	0	0	0	0	0	1	0	0	229	80	1	52	35	0	4	6	5	0	0	110	28	0	1	126	0	331	6	2	99	124	2374	1483	1434	0
Otu300	6	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu176	20	8	0	0	0	0	0	55	7	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	18	0	114	0	0	0	0	6	0	0	0
Otu275	19	14	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu473	1	2	0	0	0	0	0	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Otu368	3	1	9	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
Otu165	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	74	0	0	30	4	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0
Otu98	13	7	0	0	0	0	0	0	0	0	0	688	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	55	0	0	0	0
Otu290	2	2	0	0	0	1	2	4	0	0	7	0	0	0	2	2	2	11	0	4	0	0	1	1	0	2	0	0	1	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	10	2	1	2	0	0
Otu301	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Otu153	7	2	19	0	2	0	0	0	0	0	0	0	5	2	2	0	0	0	0	0	5	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	76	0	0	227	130	0	1	0	0
Otu458	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Otu377	8	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	18	0	1	36	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu71	15	4	1	0	0	0	0	37	7	7	0	124	270	31	130	14	3	2	0	2	56	16	3	0	384	3	0	69	0	6	1	1	0	0	1	888	176	2	0	0	1	0	6	3	285	259	444	254	0	0
Otu245	1	3	114	0	13	1	2	34	7	1	0	2	19	2	13	1	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	9	1	1	0	1	0	4	5	0	0	0	35	0	8	10	10	4	42	0
Otu366	1	0	0	0	0	0	0	0	0	0	0	7	2	2	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu296	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	29	7	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu284	2	2	1	0	1	11	5	63	8	0	0	3	0	1	0	0	4	0	0	0	0	0	0	0	45	0	0	12	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	35	12	0	0	3	0
Otu95	2	1	2	0	0	0	0	604	282	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	276	102	0	0	0	59	10	29	194	0	0	4	0	1	0	34	0
Otu99	2	0	25	0	0	0	0	59	6	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	523	0	0	117	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
Otu227	2	0	1	0	1	3	2	1	0	0	8	2	1	0	2	0	4	8	9	2	1	0	10	5	0	4	5	0	2	12	3	2	1	0	2	0	5	1	3	0	0	0	16	2	7	13	16	0	1	23
Otu308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu462	8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	15	0	0	0	0
Otu467	11	3	3	0	0	0	0	0	2	0	0	9	23	1	46	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu133	2	2	8	0	0	10	3	14	0	10	30	0	4	0	2	0	15	25	14	5	1	3	4	9	1	4	1	0	5	12	4	2	2	1	1	1	7	5	8	1	4	2	23	9	5	11	22	4	6	19
Otu244	3	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0	2	52	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	3	4	4	1	4	0	0	4
Otu174	4	0	58	0	3	0	0	0	0	0	0	0	52	0	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu30	4	0	0	1	0	0	1	7	1	4	16	757	7	249	1	0	1	0	1	0	3	1	4	6	3730	6	1	714	2	1	1	1	1	2	0	0	0	1	1	0	0	0	0	0	88	51	5	0	1	0
Otu320	1	0	0	0	0	0	1	0	0	6	0	0	6	0	0	0	0	0	0	1	0	0	1	0	101	0	0	26	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
Otu205	1	0	0	0	0	67	1	22	0	0	1	0	1	0	0	0	2	3	1	1	0	0	3	0	1	2	0	0	0	0	2	2	0	0	0	0	1	2	0	0	0	0	0	0	1	0	3	1	0	0
Otu447	2	2	10	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	1	0	0	6	0	0	13	0	0	0	0	0	0	1	1	0	0	4	0	15	0	0	9	6	0	1	0	0
Otu289	3	0	0	0	0	0	0	0	0	0	0	48	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu145	1	0	21	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	241	0
Otu215	2	0	2	0	0	0	0	3	3	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	6	0	5	0	0	0	207	0
Otu336	3	3	0	0	0	1	0	11	5	2	0	25	43	7	19	1	0	0	0	0	32	3	0	0	3	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	195	95	0	0
Otu223	6	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	3	0	1	0	0	0	0	0
Otu49	1	0	0	0	1	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1931	980	0	0	0	0
Otu318	11	6	2	0	3	0	0	64	11	0	0	1	4	0	2	0	0	0	0	12	6	1	0	0	3	1	0	0	9	3	0	0	1	3	15	0	0	0	0	0	0	0	0	0	62	23	0	2	7	0
Otu353	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0
Otu164	4	2	2	0	0	0	0	0	0	0	0	2	5	1	1	0	0	0	0	0	4	2	0	0	0	44	0	0	33	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	103	124	14	8	0	0
Otu345	2	0	0	0	0	0	0	21	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0
Otu226	8	2	0	0	0	0	0	9	3	0	0	41	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	7	0	0	0	0	0	0	0	0	0	0	0	25	20	0	0	0	0
Otu448	1	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu425	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0
Otu265	2	3	6	0	0	9	2	9	2	4	10	0	4	0	1	2	5	1	0	4	0	0	1	9	0	0	2	0	1	4	2	0	0	0	1	0	1	0	2	0	1	0	11	2	7	8	19	3	6	0
Otu206	1	0	0	0	0	0	0	12	4	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	1	2	0	0	0	0	0	0	89	64	0	0	0	0
Otu314	1	1	1	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3	4	2	1	0
Otu352	8	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	6	8	0	0
Otu440	4	1	1	0	0	0	0	4	0	0	0	18	1	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0
Otu429	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	1	0	0
Otu426	1	1	0	0	0	0	0	74	46	0	0	0	0	0	3	24	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	31	0	0	0	0	2	0	9	0
Otu337	2	1	0	0	0	0	0	11	1	0	0	2	8	0	2	3	0	0	0	0	0	0	0	0	11	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0
Otu247	1	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	75	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu254	2	8	0	0	0	3	2	5	0	2	20	1	4	1	2	1	5	21	7	8	0	0	12	7	0	8	1	0	3	7	11	0	2	0	0	0	2	3	7	0	5	1	36	7	3	6	13	1	2	4
Otu433	3	2	1	0	0	0	0	1	1	0	0	0	4	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	3	0	0	0	0	2	0	0	0	0	0	0	1	0
Otu400	1	0	19	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0
Otu443	3	0	2	0	0	0	0	2	1	0	0	2	10	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	1	0	139	109	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0
Otu295	1	0	2	0	0	0	0	4	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	42	0	0	0	0
Otu34	2	0	630	1	65	1900	664	0	1	1	1	2	3	0	1	0	2	0	1	0	380	118	1	1	431	0	3	132	4	0	0	2	1	0	0	1	0	0	1	24	0	233	1	0	2126	1815	2180	1002	0	0
Otu297	1	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu199	1	3	1	0	0	3	1	1	0	4	0	1	2	0	2	0	0	10	3	2	1	0	10	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	31	5	0	12	0
Otu162	1	0	6	0	0	0	1	27	0	0	10	0	2	0	0	4	0	5	0	3	0	0	2	0	0	2	0	0	0	0	8	3	0	0	0	0	0	0	2	0	0	0	0	0	8	6	1	1	1	0
Otu283	1	1	0	0	0	0	0	7	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	0	0	0	0
Otu461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu237	2	0	66	0	18	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
Otu172	1	0	3	0	0	0	1	2	0	0	12	0	0	0	1	3	0	14	2	1	0	0	3	1	0	7	0	0	0	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	6	4	3	1	1	0
Otu386	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	0
Otu316	2	3	7	0	3	0	0	8	4	0	0	1	0	0	0	1	0	0	0	0	4	1	0	0	0	14	5	0	28	0	0	20	7	0	0	22	11	0	0	0	0	0	0	0	1	0	10	1	3	0
Otu134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	295	0	1	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	320	357	64	15	0	1
Otu312	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu445	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	16	0	0	0	0
Otu363	1	0	0	0	0	1	0	2	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	6	0	0	0	1	0	18	0	1	0	0	0	0	1
Otu21	1	1	3577	1	411	1	1	1	1	0	0	0	0	0	1	24	1	1	1	0	0	0	6	1	7	0	1	2	1	8	6	3	0	0	0	9748	2639	0	0	1	0	1	4	0	0	0	0	0	1	0
Otu141	1	0	0	0	0	0	0	0	0	0	0	1	233	1	127	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	18	0	6	0	28	0	0	1	0	0	0	0	0
Otu102	0	2	82	0	7	276	89	0	0	0	0	44	1	2	0	0	0	0	0	0	28	10	0	0	118	0	0	32	0	0	0	5	1	4	9	0	0	0	0	0	0	1	0	0	28	54	0	0	1720	0
Otu196	0	7	7	0	0	1	3	7	0	10	14	1	8	0	1	1	7	5	11	6	2	1	9	4	1	9	1	0	5	10	9	2	1	0	3	1	7	1	6	1	2	1	26	6	3	3	14	0	1	22
Otu139	0	2	3	0	1	39	2	3	4	0	0	5	1	6	1	0	60	15	4	0	0	0	50	17	4	0	1	1	1	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	140	41	0	0	21	0
Otu304	0	4	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	25	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu231	0	6	0	0	0	0	8	0	0	3	0	1	12	0	0	0	1	2	4	2	0	0	0	0	104	0	0	25	0	2	0	0	0	0	6	0	1	0	21	0	6	0	0	0	4	0	7	0	5	0
Otu112	0	1	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	1	0	0	195	0	0	138	3	0	1	0	0	0	248	58	0	0	0	1	0	0	0	296	310	82	55	0	0
Otu346	0	3	0	0	0	0	0	3	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0
Otu451	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu218	0	1	129	0	9	0	0	0	0	1	2	2	19	0	19	0	0	0	0	0	0	0	0	0	47	0	1	7	0	0	0	16	4	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0
Otu266	0	4	7	0	0	4	0	1	0	3	13	1	8	0	2	1	5	18	5	4	4	3	1	6	1	4	0	0	5	10	5	1	1	1	0	1	2	3	8	0	0	1	20	6	7	23	15	1	4	7
Otu154	0	1	0	0	0	3	17	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	229	92	0	0
Otu84	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	1	0	0	1	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	992	30	0	0	0	0
Otu446	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0
Otu370	0	2	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Otu204	0	3	0	0	0	0	0	62	24	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	21	0	0	5	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0
Otu111	0	1	0	0	0	1	0	5	1	1	0	0	0	0	0	42	0	0	0	1	0	0	0	0	2	42	1	0	32	0	0	16	2	0	0	0	0	0	0	46	0	223	0	0	0	1	19	10	1102	0
Otu120	0	3	0	0	0	8	1	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	4	374	1	0	106	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Otu268	0	3	2	0	0	12	4	1	3	0	4	0	0	0	0	0	4	0	1	0	0	0	0	1	3	0	2	1	0	0	1	5	1	0	0	0	0	1	0	1	0	1	4	0	76	24	0	0	4	0
Otu32	0	2	3728	0	378	0	2	2	0	0	0	4455	9	1415	1	0	1	1	1	1	1	0	2	2	1	0	2	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	13	0	0	1
Otu253	0	3	6	0	0	5	2	7	0	4	10	0	5	1	2	0	4	20	3	5	1	0	13	5	0	8	2	0	6	8	3	0	2	3	1	0	1	1	10	0	1	1	16	3	15	3	9	2	1	29
Otu260	0	1	3	0	0	0	0	3	0	0	6	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	3	2	0	1	0	0	0	1	0	0	2	1	0	0	0	2	0	2	2	2	0
Otu131	0	4	7	0	0	4	2	12	0	8	27	0	7	0	1	0	11	37	24	9	2	1	14	8	0	19	3	0	4	4	8	1	1	3	1	1	4	3	31	0	2	0	28	8	2	34	50	1	9	21
Otu3	0	1	8	0	0	143	49	0	1	50558	19841	7	1	12	1	6	415	682	1850	1343	0	2	1470	1299	85	27	56	11	22	466	598	6	5	1	4	0	3	50	145	3	36	5	60	6	5	0	0	1	16	0
Otu188	0	2	1	0	0	0	0	0	0	0	0	41	0	7	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	0	0	0	0	693	170	0	0	0	1	4	0	0	1	0	0	0	1	0
Otu255	0	1	7	0	0	1	1	0	0	2	5	0	3	0	0	0	0	0	0	1	6	2	7	4	0	2	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	11	0	1	5	1	2	0	0
Otu325	0	1	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1	77	40	2	0	3	0
Otu125	0	1	4	0	0	37	13	0	0	0	0	1	36	0	25	16	0	0	1	0	3	0	0	0	239	0	0	36	1	0	0	0	0	17	8	0	0	0	0	0	1	0	19	1	33	42	0	0	0	0
