#OTU ID	SRR11796889	SRR11796890	SRR11796891	SRR11796892	SRR11796893	SRR11796894	SRR11796895	SRR11796896	SRR11796897	SRR11796898	SRR11796899	SRR11796900	SRR11796901	SRR11796902	SRR11796903	SRR11796904	SRR11796905	SRR11796906	SRR11796907	SRR11796908	SRR11796909	SRR11796910	SRR11796911	SRR11796912	SRR11796913	SRR11796914	SRR11796915	SRR11796916	SRR11796917	SRR11796918	SRR11796919	SRR11796920	SRR11796921	SRR11796922	SRR11796923	SRR11796924	SRR11796925	SRR11796926	SRR11796927	SRR11796928	SRR11796929	SRR11796930	SRR11796931	SRR11796932	SRR11796933	SRR11796934	SRR11796935	SRR11796936	SRR11796937	SRR11796938
Otu261	0	2	0	0	0	94	36	0	0	0	0	0	0	0	1	0	0	1	0	0	33	20	0	0	3	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	5	0	0
Otu129	0	1	10	0	0	0	0	2	0	3	0	42	0	15	0	0	0	1	0	0	5	1	0	0	0	224	0	0	143	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	98	73	1	0	0	0
Otu439	0	1	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu87	0	0	639	0	77	0	0	0	0	0	0	1	801	0	277	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Otu221	0	0	88	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu184	0	0	129	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu69	0	0	53	2	7	1	0	0	0	1	5	0	0	0	0	61	0	0	0	0	0	0	7	0	1	1194	0	0	683	2	0	0	0	0	0	1243	268	0	0	0	0	1	0	0	0	1	389	212	92	0
Otu10	0	0	1824	1	317	5	0	0	0	4	3	6	12406	1	7529	0	0	8	2	2	9	2	5	2	2	1	1	1	0	1	7	9512	1843	2	1	3	1	0	2	23	1	183	2	0	587	766	2	0	0	0
Otu233	0	0	13	0	0	10	6	0	0	0	0	0	16	0	3	0	0	0	0	0	33	8	0	0	43	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
Otu90	0	0	113	0	13	123	50	0	0	1	0	0	310	0	211	0	0	0	1	0	1	0	0	0	93	197	0	14	99	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	157	108	0	0	0	0
Otu187	0	0	43	0	6	0	0	0	0	0	0	0	263	0	172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu18	0	0	326	3	27	6997	2595	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	2	467	0	0	79	0	0	0	0	0	0	0	324	131	1	0	4	0	115	14	0	695	523	1326	640	1	0
Otu182	0	0	4	0	1	0	0	40	6	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	45	159	0	10	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0
Otu181	0	0	105	0	21	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71	52	0	0	0	0
Otu81	0	0	187	0	12	3	0	258	45	0	0	259	1	42	0	0	3	0	0	5	0	0	0	0	27	0	0	7	1	0	0	0	0	3	13	0	0	0	1	0	0	0	0	0	7	0	2	0	0	1
Otu209	0	0	269	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu419	0	0	25	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu292	0	0	72	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu246	0	0	23	0	2	53	10	0	0	7	33	0	0	3	0	0	7	3	0	0	3	1	11	11	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	0
Otu168	0	0	157	0	7	61	12	25	3	1	1	0	6	0	0	0	8	1	0	3	8	2	4	17	207	0	4	51	0	0	0	4	0	0	4	0	0	6	3	0	0	11	19	0	87	21	0	0	8	0
Otu137	0	0	44	0	6	5	0	98	21	0	0	0	28	0	13	0	0	0	0	0	3	1	0	1	2	88	0	1	60	0	1	113	11	14	10	61	12	0	0	0	0	2	0	0	4	10	34	20	1	0
Otu96	0	0	66	0	7	0	0	0	0	0	0	9	8	1	3	0	0	0	0	0	0	0	0	0	580	250	0	106	143	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0
Otu421	0	0	51	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu414	0	0	176	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu147	0	0	9	0	1	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	110	0	445	0	0	0	0	0	0	0	1
Otu104	0	0	55	2	8	1	0	1743	518	0	1	0	1	0	0	94	0	2	0	0	1	0	0	1	17	2	1	7	1	0	0	0	0	0	0	5	0	2	6	53	1	194	0	0	0	2	0	0	1	0
Otu186	0	0	111	0	22	0	0	0	1	0	0	18	105	3	43	0	0	0	0	0	29	16	0	0	0	23	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	46	0	0	0	0
Otu124	0	0	126	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	153	0	0	31	0	0	0	51	6	0	0	74	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu391	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu211	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	44	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu279	0	0	29	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	52	23	0	0	8	0	49	0	0	0	0	0	0	0	0
Otu326	0	0	21	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu347	0	0	7	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	25	12	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu431	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu72	0	0	5	0	0	399	68	26	3	1	3	67	1	7	3	17	0	1	5	9	8	7	0	0	176	18	0	82	6	0	2	32	0	4	14	0	0	0	3	0	1	0	9	0	94	30	170	53	0	0
Otu210	0	0	7	0	3	0	0	1	0	0	0	0	4	0	5	0	0	0	0	0	27	13	0	0	39	0	1	4	0	0	0	0	0	1	0	25	3	0	0	0	1	0	0	0	34	20	3	1	0	0
Otu252	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	3	0	0	0
Otu306	0	0	10	0	1	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	6	1	0	0	6	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu468	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu298	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	0	0	33	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Otu291	0	0	8	0	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	0	17	0	4	0	0	0	0	0	0	0	13	0
Otu452	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu220	0	0	4	0	0	0	0	20	4	0	0	0	23	0	12	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	229	47	2	16	29	9	0	0	7	0	31	0	0	0	2	20	7	10	0
Otu396	0	0	10	1	1	302	65	0	1	5	0	0	0	0	0	127	0	0	0	0	0	0	0	0	10	0	1	2	0	0	0	123	23	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1
Otu94	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	873	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu31	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	4	2	5357	2287	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu372	0	0	2	0	0	0	2	0	0	0	8	2	3	0	0	0	4	13	4	1	0	0	0	2	0	5	0	0	2	0	0	2	0	1	1	1	3	0	0	0	0	0	3	2	0	2	4	0	2	10
Otu369	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu177	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	6	0	0	0	0	1	1	0	30	0	0	0	455	190	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu101	0	0	3	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	25	0	157	0	0	1	0	0	0	0	0	35	0	0	0	0	13	0	0	0	6	0	4601	1
Otu293	0	0	2	0	0	0	0	5	1	0	1	0	0	0	0	0	0	93	1	0	0	0	4	5	0	0	0	0	0	9	0	0	0	0	0	0	0	2	8	0	2	1	0	0	0	2	0	0	0	0
Otu328	0	0	3	0	0	5	3	1	0	3	17	0	1	0	0	2	1	4	3	6	3	0	4	1	0	0	1	0	4	0	3	0	2	0	0	0	0	0	1	0	0	0	7	3	2	9	6	0	0	0
Otu330	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
Otu420	0	0	1	0	0	0	1	0	0	0	0	1	14	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu384	0	0	1	0	0	2	1	7	0	3	0	1	0	1	0	0	2	9	7	1	1	1	9	0	0	2	1	0	0	4	2	3	3	0	1	0	1	0	0	0	0	0	1	2	0	0	5	0	0	2
Otu213	0	0	1	0	1	1	0	3	3	0	7	4	1	6	1	0	0	0	0	0	1	1	3	0	4	0	0	0	0	0	0	13	2	1	0	1	0	0	0	0	0	0	0	0	79	39	0	0	7	0
Otu469	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	8	0	1	0	5	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	9	0	1	0
Otu22	0	0	1	0	0	0	0	1	0	7	7	177	3	27	1	0	5	0	0	1	1	1	6	4	684	2	0	145	0	27	11	3	1	4	1	6151	2212	1	0	0	0	0	0	4	1	0	2	0	1	0
Otu416	0	0	4	0	0	25	1	0	0	0	0	0	1	0	1	0	7	0	0	3	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	3	0	0	0
Otu119	0	0	1	0	6	1	0	0	0	0	0	2	2	1	4	0	0	0	0	0	39	6	0	0	5	0	0	1	0	0	0	170	2	0	0	12	4	0	0	0	0	0	0	0	106	24	20	38	0	0
Otu238	0	0	1	0	1	3	26	1	0	5	8	3	1	0	1	0	8	24	5	1	0	1	2	3	0	2	0	0	2	0	0	1	0	1	9	0	1	1	4	0	2	1	30	1	44	5	9	1	0	0
Otu417	0	0	1	0	0	2	0	1	0	0	2	0	3	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	6	0	1	4	12	0	0	0
Otu97	0	0	1	0	0	0	0	0	0	0	0	477	4	112	0	0	0	0	0	0	229	67	0	0	633	1	0	170	0	0	0	0	0	0	0	0	0	0	0	11	0	70	0	0	0	0	0	0	0	0
Otu216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	107	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu132	0	0	0	1	0	0	0	288	91	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0
Otu380	0	0	0	0	0	46	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	3	0	0	0	44	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu258	0	0	0	0	0	17	11	0	0	419	1369	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	4	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Otu454	0	0	0	0	0	27	22	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu138	0	0	0	0	0	3	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	226	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu317	0	0	0	0	0	2	1	4	1	0	0	3	1	0	0	0	3	6	6	3	0	0	4	1	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	1	2	1	26	1	4	6	11	0	0	7
Otu114	0	0	0	0	0	2	16	134	51	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	9	0	2	0	24	1	1	693	638	0	0	0	0
Otu259	0	0	0	0	0	1	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	3	0	0	0	6	2	0	0	129	0
Otu197	0	0	0	0	0	2	0	1342	484	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0
Otu121	0	0	0	0	0	0	8	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	600	0	0	169	1	0	1	0	0	0	1	0	0	0	9	0	2	0	0	0	0	0	0	0	1	0
Otu460	0	0	0	0	0	0	7	0	0	1	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu393	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	9	0	1	0	7	0	1	14
Otu351	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	6	0	0	0	25	0	4	0	0	0	0	0	0	0	6	0
Otu190	0	0	0	0	0	0	4	0	0	4	0	0	9	0	0	0	0	0	1	0	0	0	0	0	720	0	0	166	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	9	0
Otu228	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	82	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu387	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	2	0
Otu178	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	1668	0	0	0	1	0	0	0	0	0	0	0	0
Otu156	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	338	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu250	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	1	0	1	0	0	0	1	2	119	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu390	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	55	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu52	0	0	0	0	0	0	0	1188	326	10	0	62	1	17	1	0	0	0	0	0	0	0	7	4	342	0	0	70	0	0	0	13	0	13	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu444	0	0	0	0	0	0	0	323	46	0	0	15	0	0	0	1	0	0	0	0	46	9	0	0	13	0	0	2	0	0	0	0	0	0	0	15	8	0	0	2	0	1	0	0	0	3	0	0	13	0
Otu256	0	0	0	0	0	0	0	48	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu126	0	0	0	0	0	0	0	40	20	0	0	55	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	58	29	245	199	0	0
Otu470	0	0	0	0	0	0	0	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu374	0	0	0	0	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu413	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu299	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	61	0	0	15	1	0	0	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0
Otu86	0	0	0	0	0	0	0	59	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	4	0	0	0	0	0	0	0	378	0	0	0	0	0	1	0	0	0	0	0	5
Otu171	0	0	0	0	0	0	0	35	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	4	0	0	0	0	89	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu472	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0
Otu389	0	0	0	0	0	0	0	2	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu465	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Otu311	0	0	0	0	0	0	0	6	0	1	3	1	0	0	0	0	1	7	2	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0
Otu342	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	15	1	0	1	0	0	0	3
Otu219	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	66	0	0	19	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Otu424	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	0	0	6	0
Otu225	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	53	0	0	0	0
Otu356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	2	1	0	1	0	4	0	0	6	1	0	0	1	0
Otu362	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	3	8	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0
Otu130	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	266	81	0	0	34	260	0	5	135	0	0	111	11	0	0	0	0	0	2	6	1	475	5	0	82	66	450	196	0	0
Otu310	0	0	0	0	0	0	0	0	0	3	0	47	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0
Otu217	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	8	0	0	0	0	2	2	0	0	0	0	0	0	0
Otu463	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0
Otu107	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	539	202	0	0
Otu456	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu175	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	311	0	0	95	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu348	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu404	0	0	0	0	0	0	0	0	0	0	5	1	3	0	2	0	7	14	1	0	0	0	2	4	0	4	1	0	0	6	2	0	1	0	1	0	4	0	3	0	0	0	4	1	5	4	5	0	1	17
Otu357	0	0	0	0	0	0	0	0	0	0	7	0	2	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu140	0	0	0	0	0	0	0	0	0	0	1	641	0	283	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu230	0	0	0	0	0	0	0	0	0	0	0	48	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu286	0	0	0	0	0	0	0	0	0	0	0	77	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu148	0	0	0	0	0	0	0	0	0	0	0	285	0	44	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu287	0	0	0	0	0	0	0	0	0	0	0	43	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu37	0	0	0	0	0	0	0	0	0	0	0	42	254	5	112	0	3	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2557	1153	0	0
Otu305	0	0	0	0	0	0	0	0	0	0	0	71	0	22	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu194	0	0	0	0	0	0	0	0	0	0	0	45	0	17	0	0	0	0	0	0	1	0	0	0	38	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	37	0	0	4	0
Otu110	0	0	0	0	0	0	0	0	0	0	0	32	0	8	0	0	0	0	0	0	1	0	0	0	457	0	0	172	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu349	0	0	0	0	0	0	0	0	0	0	0	35	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu350	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	12	12	0	0	41	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Otu103	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	425	0	0	278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu319	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	12	0	0	0	0	0
Otu185	0	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	143	76	0	0	0	0
